ref,title,author,lastRunTime,totalVotes
zaouiyassine/baseline-for-birdclef,Baseline for BirdCLEF,ZAOUI_Yassine,2026-03-12 23:10:45.823000,9
kailatha/birdclef-2026-inference-mobilenet-apa-aja,BirdCLEF 2026 - Inference MobileNet - Apa aja,Kailatha,2026-04-14 05:41:02.107000,4
imronrsya/submmision-notebook-birdclef-efficientnetv2-s,Submmision Notebook BirdCLEF - EfficientNetV2-S,Mohammad Imron Rosyadi,2026-03-31 04:31:52.180000,0
deep262003/birdclef-2026-efficientnet,BirdCLEF+ 2026 EfficientNet,So_Good_Person,2026-05-16 10:36:49.197000,10
katsaxton/ctrl-alt-elite,ctrl-alt-elite,Kathryn Saxton,2026-05-15 14:27:13.600000,1
juliustegar/birdclef-2026-inference,🐦 BirdCLEF 2026: Inference,Julius Tegar Aji Putra,2026-03-24 05:51:23.457000,3
juliustegar/birdclef-2026-inference-efficientnetb3,🐦 BirdCLEF 2026: Inference EfficientNetB3,Julius Tegar Aji Putra,2026-03-30 05:25:44.637000,6
antoinemasq/birdclef-2026-pytorch-baseline-inference,BirdCLEF 2026 - PyTorch Baseline [Inference],Antoine Masq,2026-03-11 21:44:51.713000,184
ravi20076/birdclef2026-openvino-starter-v1,BirdClef2026|OpenVINO|Starter|V1,Ravi Ramakrishnan,2026-03-12 00:07:35.270000,58
sapaharamvishnusingh/birdclef-2026-pytorch-baseline-inference,BirdCLEF 2026 - PyTorch Baseline [Inference],sapaharam vishnu singh,2026-03-12 06:25:50.297000,7
sunangao01/epiagent,EpiAgent,Sunan Gao,2026-05-14 10:54:48.320000,1
nahuelcoliva2/birdclef2026,BirdCLEF2026,nahuel-coliva2,2026-05-04 08:55:01.080000,0
rohanrathod02/birdclef-2026-eda-inference-wait-loading, BirdCLEF+ 2026 | EDA | Inference | Wait Loading,Rohan Rathod,2026-03-23 10:18:11.997000,6
arnavsalkade/submission,submission,Arnav Salkade,2026-03-24 07:54:23.437000,1
machengyuan/sedmodelv2-infer,SEDModelV2-infer,machengyuan,2026-03-21 15:29:36.323000,4
bagusathallah/herons-pengpol,Herons-PengPol,Bagus Athallah,2026-04-13 02:03:48.487000,1
zhiyue666/inference-birdclef-2026-baseline-zhiyue666,[Inference] BirdCLEF+ 2026 Baseline | zhiyue666,zhiyue666,2026-04-05 15:00:18.300000,8
evgendvorkin/birdclef-baseline,BirdCLEF Baseline,Дворкин Евгений Владимирович,2026-05-12 18:51:11.793000,3
dankopenko/birdclef2026-baseline,BirdCLEF2026 Baseline,Danik Hollatz,2026-03-27 09:38:29.317000,1
jacqueszhelinzhang/birdclef26-overnight,birdclef26-overnight,Jacques Zhelin Zhang,2026-05-11 18:19:02.577000,0
stpeteishii/birdclef-2026-mobilenetv3-inference,BirdCLEF 2026: MobileNetV3 [Inference],stpete_ishii,2026-03-16 08:00:15.940000,15
jacqueszhelinzhang/birdclef26-wavelet-inference,birdclef26-wavelet-inference,Jacques Zhelin Zhang,2026-05-10 08:00:43.570000,0
wangdongyang/birdclef-2026-onnx-perch-protossm-sed,BirdCLEF 2026 — ONNX Perch + ProtoSSM + SED,WANG DONGYANG,2026-05-12 10:07:24.697000,0
emanuellcs/birdclef-2026-inference,🦜 BirdCLEF 2026 - Inference,Emanuel Lázaro,2026-03-18 19:04:28.327000,3
shummingfang/simon-bird26,simon_bird26,ShumingFang,2026-03-25 02:36:48.123000,0
indrapurwanto01/medanjawa,medanjawa,Indra,2026-04-20 07:19:42.290000,7
elizasirait/coba-coba,coba-coba,eliza sirait,2026-04-07 09:10:30.667000,1
ishanbojja/birdclef-sub1,BirdCLEF Sub1,Ishan Bojja,2026-05-07 23:10:46.143000,0
krist0phersmith/birdclef-2026-inference,BirdClef 2026 Inference,Kris Smith,2026-03-14 22:18:32.590000,0
damianleandrotamburi/20260329-birdclef,20260329_BirdCLEF,Damian Tamburi,2026-05-11 17:59:26.357000,4
emanafi/birdclef-2026,BIRDCLEF+ 2026,Eman Afi,2026-04-12 21:36:36.390000,14
myso1987/pytorch-starter3-submit-5s,Pytorch starter3:submit 5s,MYSO,2026-03-12 08:39:28.360000,10
rajraman83/birdclef26-google-perch,BirdCLEF26: Google Perch,Raj Raman83,2026-04-03 16:20:06.163000,1
aixonvittle/cpu-birdclef,CPU_Birdclef,BNBU Liang Jun,2026-05-04 21:48:57.863000,1
sudeslaar/birdclef2026-pcen-spectograms-gem-efficientnet-es,"BirdCLEF2026:PCEN Spectograms,GeM,EfficientNET-ES",Sude Sıla,2026-03-31 22:34:56.970000,6
hassemees/i-baseline-inference-broken-numpy,I Baseline Inference broken NUMPY,Hasse Mees,2026-05-03 15:10:20.633000,3
sigmaborov/birdclef-2026-google-perch-baseline,BirdCLEF 2026 — Google Perch Baseline,sigmaborov,2026-03-12 20:19:39.487000,24
mateuszwcawski/bird-clef2026mw,bird-clef2026MW,Mateusz węcławski,2026-05-06 17:25:18.117000,6
robiulhasanjisan/birdclef-2026-baseline,BirdCLEF- 2026 Baseline,Robiul Hasan Jisan,2026-04-06 04:00:26.693000,40
rohanrathod02/birdclef-2026-final-submission,BirdCLEF 2026 - Final Submission,Rohan Rathod,2026-03-24 06:25:29.953000,0
samrakshyanadhikari/fork-of-samrakshyan-birdclef,Fork of Samrakshyan_BIrdclef,Samrakshyan Adhikari,2026-05-06 04:16:15.387000,0
ikkimasuta/basenote2-birdclef2026-for-winc,BaseNote2_BirdCLEF2026_for_WINC,ますいち,2026-05-11 11:29:28.417000,7
apachikoff/res1den,res1Den,Данил Долгов,2026-04-21 21:13:36.410000,0
valentinonguyen/birdclef2026-duc-notebook1-2,birdclef2026_duc_notebook1.2,Duc-Anh Nguyen,2026-03-27 17:21:41.187000,0
avikdas567/birdclef-2026-mel-spectrogram-cnn-soundscapes,BirdCLEF+ 2026 | Mel-Spectrogram CNN + Soundscapes,Avik Das,2026-03-12 07:06:31.037000,21
mtoshidesu/birdclef-2026-data-structure-overview-quick,# BirdCLEF 2026 - Data Structure Overview & Quick ,m-toshi desu,2026-04-27 14:50:30.877000,0
dedquoc/multi-taxa-inference-perch-v2,Multi-Taxa Inference (Perch v2),dedq,2026-03-17 07:22:07.940000,10
pulkitsahu89/birdtransform-transformer-audio-classifier,BirdTransform: Transformer Audio Classifier,Pulkit Sahu,2026-03-21 17:51:52.990000,13
niloufarsaririan/notebooke8a467fa5f,notebooke8a467fa5f,Niloufar Saririan,2026-05-15 20:38:42.383000,0
novaeniru/pengenalan-pola-data-oddities,Pengenalan Pola - Data Oddities,Dary Ihsan Amanullah,2026-04-01 14:28:18.847000,3
aenggg/birdclef-bagusaxel-herons,BirdClef + BagusAxel - Herons,Aenggg,2026-03-31 02:22:59.240000,1
kodatirevanth/birdclef2026-inference,Birdclef2026 inference,Revanth Kodati,2026-03-16 14:23:59.957000,2
youssefmo942009/cnn-test,cnn test,youssef abukhalifa,2026-04-13 18:02:19.287000,3
venkatkumar001/birdclef-26-part3-efficientnet-pytorch-inference,BirdClef'26_Part3:EfficientNet_Pytorch[Inference] ,VK,2026-03-15 14:16:35.617000,18
sijinyu/birdclef2026-exp1-baseline-lightgbm-v9,BirdCLEF2026 Exp1 Baseline LightGBM V9,Sijin Yu,2026-04-20 13:40:27.617000,1
lucashmateo/bird-competition-try,bird_competition_try,Lucas Henrique Mateo,2026-03-17 18:03:39.320000,2
chaitanyajamble/notebook66eb36c4ae,notebook66eb36c4ae,Chaitanya Jamble,2026-03-19 03:29:07.497000,2
platypus2000jp/notebook2a47f43d6e,notebook2a47f43d6e,platypus2000jp,2026-03-18 04:06:03.263000,0
kailyn2359/birdclef-2026-baseline-with-perch-v2-model,BirdCLEF 2026 Baseline with PERCH v2 Model,Kailyn 2359,2026-03-23 07:21:17.673000,6
nabasaikia/audiodetection,AudioDetection,Naba Saikia,2026-03-15 15:51:51.140000,2
stpeteishii/birdclef-2026-efficientnetv2-inference,BirdCLEF 2026: EfficientNetV2 [Inference],stpete_ishii,2026-03-13 09:36:54.840000,10
imagimaniac/birdvoice-ai,BirdVoice_AI,Pratik Hagawane,2026-03-23 21:41:18.850000,0
pawanmali/birdclef-2026-perch-v14-hybrid,BirdCLEF 2026 - Perch V14 Hybrid,Pawan Rama Mali,2026-05-14 12:30:37.453000,1
jirkaborovec/bird-clef-random-predictions,Bird🦤CLEF+: Random 🏴‍☠️ predictions,Jirka,2026-03-12 15:38:29.390000,10
aminmahmoudalifayed/birdclef-2026-2027,🦅 BirdCLEF+ 2026-2027,Dr/ameen Fayed,2026-03-12 01:41:58.433000,7
lissandrakruse/notebookf6f1e767b1,notebookf6f1e767b1,Lissandra Kruse Fuganti,2026-03-12 19:36:12.517000,6
khanmunsif/birdclef-2026-decode-bird-sounds-with-ml,BirdCLEF 2026: Decode Bird Sounds with ML,Munsif,2026-03-19 12:20:31.027000,4
chirag6668/birdclef-2026-pantanal-audio-cnn-baseline,🌿 BirdCLEF 2026 | Pantanal Audio | CNN Baseline,Chirag,2026-03-12 10:39:57.773000,8
rojanupreti/next-step-to-the-moon,Next Step: To The MOON,Rojan Upreti,2026-03-16 03:08:47.440000,12
jirkaborovec/bird-clef-statistically-weighted-predictions,Bird🦤CLEF+: Statistically ⚖️ weighted predictions,Jirka,2026-03-12 19:45:09.870000,11
gaurisonawanesgp/notebook9d0b9ae6be,notebook9d0b9ae6be,Gauri Sonawane SGP,2026-03-14 11:47:30.757000,0
trnhquangminh140/birdclef-2026-fast-trinh-quang-minh,BirdCLEF+ 2026 Fast_Trinh Quang Minh ,Trịnh Quang Minh,2026-03-13 15:54:21.203000,5
amanatar/birdclef-2026,BirdCLEF+ 2026,Aman Atar,2026-03-13 16:38:44.723000,4
dedquoc/birdclef-2026-the-robust-submission-starter,BirdCLEF 2026: The Robust Submission Starter,dedq,2026-03-21 08:24:59.017000,22
nvnikhil0001/birdclef-2026-data-analysis-and-sample-submission,BirdCLEF+ 2026 Data Analysis and Sample Submission,NIKHIL,2026-03-15 19:40:24.150000,11
erikvdven/perch-baseline,Perch baseline,Erik van de Ven,2026-04-21 14:51:35.860000,9
kahofu/birdclef-2026-baseline,Birdclef 2026 Baseline,ka ho fu,2026-03-17 10:54:17.810000,14
platypus2000jp/notebookdbe5d77bdf,notebookdbe5d77bdf,platypus2000jp,2026-03-17 08:55:17.917000,2
platypus2000jp/notebook9ec1db2b20,notebook9ec1db2b20,platypus2000jp,2026-03-18 03:25:21.323000,0
platypus2000jp/notebook10f169b98c,notebook10f169b98c,platypus2000jp,2026-03-18 03:44:35.290000,2
platypus2000jp/notebook240b7bf225,notebook240b7bf225,platypus2000jp,2026-03-18 05:21:36.820000,3
platypus2000jp/notebook68b86c7e99,notebook68b86c7e99,platypus2000jp,2026-03-19 00:03:35.497000,0
platypus2000jp/notebookd729cd5a1a,notebookd729cd5a1a,platypus2000jp,2026-03-19 00:02:58.433000,0
chaitanyajamble/notebookf6a3111822,notebookf6a3111822,Chaitanya Jamble,2026-03-19 03:32:07.383000,4
platypus2000jp/notebook441d43e89d,notebook441d43e89d,platypus2000jp,2026-03-19 00:01:33.733000,3
platypus2000jp/notebook60613504d3,notebook60613504d3,platypus2000jp,2026-03-19 00:00:55.040000,0
platypus2000jp/notebook77642a0f87,notebook77642a0f87,platypus2000jp,2026-03-19 00:00:10.047000,0
kailatha/bridcleg-2026-apa-aja,BridCLEG+ 2026 - Apa aja,Kailatha,2026-04-13 15:58:47.680000,11
naddsyf/birdclef-2026-pengaruhekstrakkulitmanggis,BirdCLEF+ 2026_PengaruhEkstrakKulitManggis,Nadia Syifa,2026-03-24 12:38:00.637000,5
bagusathallah/birdclef-bagusaxel-herons1,BirdClef + BagusAxel - Herons1,Bagus Athallah,2026-03-31 03:06:30.183000,3
shreek484/v1-submission,v1 submission,Shree_K484,2026-04-03 13:06:32.450000,2
monkeyclaw/birdclef-2026-baseline-cpu,BirdCLEF 2026 Baseline CPU,MonkeyClaw,2026-04-04 00:32:22.660000,0
monkeyclaw/birdclef-2026-v7-fixed-test-path,BirdCLEF 2026 V7 - Fixed Test Path,MonkeyClaw,2026-04-04 12:00:10.817000,3
hmh2023/cuckoo-inference,Cuckoo Inference,Harshith H,2026-04-04 14:22:35.803000,1
kailatha/birdclef-coba-aja,BirdCLEF Coba Aja,Kailatha,2026-04-14 02:24:48.183000,2
sohaibdevv/birdclef-2026-audio-baseline,BirdCLEF 2026 | Audio Baseline,Sohaib Malik,2026-04-13 09:00:22.230000,5
sohaibdevv/birdclef-2026-pretrained-model-integration,BirdCLEF 2026 | Pretrained Model Integration,Sohaib Malik,2026-04-13 12:07:35.957000,6
jek1wantaufik/bird-2026,Bird 2026,Jeki Wan Taufik,2026-04-23 04:28:54.943000,12
yananaaaaa/birdclef2026-efficient-inference,BirdCLEF2026 Efficient Inference,yananaaaaa,2026-04-23 08:19:17.380000,0
vidthuma/inference-simple-perch,inference_simple_perch,Vid Thuma,2026-04-23 08:15:29.593000,0
yananaaaaa/birdclef2026-efficient-ensemble-inference-v7,BirdCLEF2026 Efficient Ensemble Inference v7,yananaaaaa,2026-04-24 04:03:00.130000,1
yananaaaaa/birdclef2026-efficient-ensemble-inference-v8,BirdCLEF2026 Efficient Ensemble Inference v8,yananaaaaa,2026-04-24 04:17:19.050000,0
rinntaro/birdclef-2026-baseline,BirdCLEF 2026 Baseline,Rinntaro,2026-04-30 23:11:47.160000,0
tasfiamohtasim/notebook-project-3,Notebook_Project_3,Tasfia Mohtasim,2026-05-12 12:16:10.783000,7
svanikkolli/birdclef-ensembler,BirdCLEF Ensembler,Svanik Kolli,2026-05-02 12:30:17.157000,2
shadesh/eda-audio-model-skeleton,EDA + Audio + Model Skeleton,Naimul Hasan Shadesh,2026-05-08 10:48:43.850000,1
trnhquangminh140/birdclef-2026-trinh-quang-minh,BirdCLEF+ 2026 - Trinh Quang Minh,Trịnh Quang Minh,2026-03-12 15:13:20.017000,5
stefankahl/birdclef-2026-sample-submission,BirdCLEF+ 2026 Sample Submission,Stefan Kahl,2026-03-10 20:04:25.637000,77
sadiyasiddiqui750/notebook50fe0c225d,notebook50fe0c225d,Sadiya Siddiqui,2026-03-28 09:52:35.997000,0
kodatirevanth/birdclef-2026-self-contained-cnn-baseline,BirdCLEF_2026_Self_Contained_CNN_Baseline,Revanth Kodati,2026-03-17 20:48:30.867000,2
suhanigupta04/birdclef-2026,BirdCLEF+ 2026,Suhani Gupta_04,2026-03-13 04:29:49.490000,14
amritanshukush/birdclef-2026-starter,BirdCLEF 2026 - Starter,Amritanshu Kumar Singh,2026-03-12 13:01:29.723000,8
bingshaocui/birdclef-resnet-baseline,birdclef_resnet_baseline,bingshaocui,2026-04-08 09:06:43.290000,0
m0delcrafter/chirp-imagery-visual-bird-ai-tf,Chirp Imagery: Visual Bird AI (TF),Y0ussef Khaled,2026-03-11 22:26:10.973000,13
deniszaytseff/baseline-birdclef2026,baseline_birdclef2026,denis zaitsev,2026-03-18 07:50:03.990000,4
michaelmller/birdclef-2026-submission,BirdCLEF+ 2026 Submission,Michael Müller,2026-05-08 18:43:47.307000,0
esaaak/infer-birdclef26-convnext-v2-gem-specaugmen,[Infer] BirdCLEF26: ConvNeXt-V2 + GEM + SpecAugmen,Ilya Gerasimov,2026-03-29 18:17:20.717000,2
antoinemasq/birdclef-2026-pytorch-baseline-training,BirdCLEF 2026 - PyTorch Baseline [Training],Antoine Masq,2026-03-12 06:33:22.217000,149
mirzamilanfarabi/birdclef-2025-files,BirdCLEF-2025-Files,Mirza Milan Farabi,2026-03-11 18:47:49.017000,4
mirzamilanfarabi/birdclef2025-1st-place-inference-v2,birdclef2025_1st_place_inference - v2,Mirza Milan Farabi,2026-03-11 18:57:47.083000,6
ravi20076/birdclef2026-preprocessing-v1,BirdClef2026|Preprocessing|V1,Ravi Ramakrishnan,2026-03-11 23:28:39.203000,36
aminmahmoudalifayed/birdclef-2026,🦜 BirdCLEF+ 2026,Dr/ameen Fayed,2026-05-08 19:25:35.043000,17
mpwolke/birdclef-2026-brazil-s-pantanal-wetlands,BirdClef 2026 Brazil's Pantanal wetlands.,Marília Prata,2026-03-11 21:49:40.820000,34
lakhindarpal/birdclef-2026-training,BirdCLEF+ 2026 | Training,Lakhindar Pal,2026-03-12 19:28:47.237000,26
tasmim/birdclef-2026-exploratory-data-analysis,BirdCLEF+ 2026 --Exploratory Data Analysis,Tasmim,2026-03-11 20:59:22.710000,20
ravi20076/birdclef2026-supplements-v1,BirdClef2026|Supplements|V1,Ravi Ramakrishnan,2026-03-11 21:25:10.443000,15
ahmadzulfiqar001/birdclef-2026-birdnet-baseline,BirdCLEF 2026 | BirdNET Baseline,Ahmad Zulfiqar,2026-03-11 22:13:47.713000,21
parsahriri/dataanalysis01,🦤DataAnalysis01,Parsa,2026-03-13 00:19:57.817000,14
kacchanwriting/birdclef-2026-eda-v1,BirdCLEF+ 2026 EDA_v1,Ikki Katsuyama,2026-03-13 05:21:34.440000,11
haradibots/birdclef-2026-pytorch-baseline-inference,BirdCLEF 2026 - PyTorch Baseline [Inference],Haradi Bots,2026-03-12 02:09:36.750000,6
emanuellcs/birdclef-2026-training,🦜 BirdCLEF 2026 - Training,Emanuel Lázaro,2026-03-18 16:42:09.327000,31
waterjoe/birdclef2026-train-baseline,BirdCLEF2026 Train-baseline ,water joe,2026-03-12 02:03:58.230000,25
kacchanwriting/birdclef-2026-eda-v2,BirdCLEF+ 2026 EDA_v2,Ikki Katsuyama,2026-03-13 05:21:51.183000,14
waterjoe/bird-clef2026-eda,Bird🐦 CLEF2026-EDA,water joe,2026-03-12 05:07:54.363000,13
haradibots/with-efficient-net,With efficient net ,Haradi Bots,2026-03-12 08:33:54.190000,11
koushikkumardinda/pantanal-soundscape-multi-label-avian,🦜 Pantanal Soundscape: Multi-Label Avian,KOUSHIK KUMAR DINDA,2026-05-17 01:22:13.847000,6
myso1987/pytorch-starter1-crop-audio-5s,Pytorch starter1:Crop audio 5s,MYSO,2026-03-12 08:36:06.687000,7
myso1987/pytorch-starter2-train-baseline-5s,Pytorch starter2:Train baseline 5s,MYSO,2026-03-12 08:38:29.670000,10
haradibots/birdclef2025-1st-place-inference,birdclef2025_1st_place_inference,Haradi Bots,2026-03-12 09:22:22.577000,22
dheerajkashalkar/bird-eda,Bird-EDA,Dheeraj Kashalkar,2026-03-16 19:13:44.753000,13
sumitchavhan7/birdclef-2026,BirdCLEF+ 2026,Sumit Chavhan7,2026-03-13 06:05:15.917000,7
chirag6668/birdclef-2026-pantanal-eda-audio-visualiza,🌿 BirdCLEF 2026 | Pantanal EDA | Audio Visualiza-,Chirag,2026-03-28 17:00:01.247000,14
lissandrakruse/notebook8c0f76c3c1,notebook8c0f76c3c1,Lissandra Kruse Fuganti,2026-03-12 04:08:40.110000,4
lissandrakruse/fork-of-notebook8c0f76c3c1-98c844,Fork of notebook8c0f76c3c1 98c844,Lissandra Kruse Fuganti,2026-03-12 16:13:24.420000,3
misbahbuilds5/the-hacker-of-misbah,The Hacker of Misbah,Misbah Builds,2026-03-12 06:54:29.357000,1
waterjoe/birdclef2026-train-google-perch,BirdCLEF2026 Train-Google Perch,water joe,2026-03-12 16:33:11.297000,7
shammokar/birdclef2026,BirdCLEF2026,Shammo Kar,2026-03-29 04:24:24.410000,1
marylka/birdclef-2026-eda,🐦 BirdCLEF 2026 — 🔵 EDA 🔵,marylka,2026-03-14 19:22:16,81
shiviyadav/birdclef-2026,BirdCLEF+ 2026,Shivani Yadav,2026-03-16 11:53:55.490000,2
khanmunsif/bird-clef-project,Bird Clef Project,Munsif,2026-03-16 10:11:25.593000,1
antoinemasq/birdclef-2026-annotation-tool-dash-app,BirdCLEF 2026 - Annotation tool [Dash app] ,Antoine Masq,2026-03-12 08:00:29.587000,11
kylahcodes/birdclef-1a,BirdCLEF_1a,kylahcodes,2026-03-12 08:34:25.413000,10
amritanshukush/birdclef-2026-trained-model,BirdCLEF 2026 | Trained Model,Amritanshu Kumar Singh,2026-03-12 08:39:17.533000,5
perarasu2156/kaggle-bird-data,kaggle bird data,perarasu2156,2026-03-12 08:47:11.487000,3
muhammaddanyalmalik/eda-we-should-do-birdclef-2026,EDA we should do BirdCLEF 2026,Mr. Bruce,2026-03-12 10:53:08.463000,11
pradeeshrajan/notebook16cb9d2237,notebook16cb9d2237,Pradeesh Rajan,2026-04-05 03:22:31.497000,0
pradeeshrajan/notebooka64afa50ad,notebooka64afa50ad,Pradeesh Rajan,2026-04-11 12:45:37.337000,0
pradeeshrajan/notebook57e4114ccc,notebook57e4114ccc,Pradeesh Rajan,2026-03-12 10:04:55.310000,0
jirkaborovec/bird-clef-train-timm-pytorch-onnx-inference,Bird🦤CLEF+: Train TIMM⚡Pytorch & ONNX inference,Jirka,2026-03-15 16:38:16.490000,42
alexycactus/didactic-01-eda,Didactic 01 : EDA,Alexy,2026-03-12 13:01:56.027000,6
alexycactus/didactic-02-spectrogram-guide,Didactic 02 : Spectrogram Guide,Alexy,2026-03-12 13:03:30.727000,5
alexycactus/didactic-03-baseline-efficientnet,Didactic 03 : Baseline EfficientNet,Alexy,2026-04-19 11:04:45.090000,5
jiweiliu/birdclef-2026-comprehensive-eda,BirdCLEF 2026 — Comprehensive EDA,Jiwei Liu,2026-03-12 16:49:10.140000,23
stpeteishii/birdclef-2026-geodata,BirdClef-2026 GeoData,stpete_ishii,2026-03-12 15:38:59.637000,7
alexycactus/didactic-04-augmentation,Didactic 04 : Augmentation,Alexy,2026-03-12 15:48:17.710000,10
kodatirevanth/birdclef-2026-eda-beginner-s-deep-dive-v2,BirdCLEF_2026 | EDA - beginner's deep dive | V2,Revanth Kodati,2026-03-29 17:47:41.507000,11
kodatirevanth/birdclef-2026-efficientnet-baseline-full-pipeline,BirdCLEF 2026|EfficientNet Baseline(full pipeline),Revanth Kodati,2026-03-29 17:48:42.247000,35
lissandrakruse/fork-of-fork-of-fork-of-fork-of-fork-of-for-dd0c37,Fork of Fork of Fork of Fork of Fork of For dd0c37,Lissandra Kruse Fuganti,2026-03-12 22:22:46.457000,2
tasmim/birdclef-2026-train-effnet,BirdCLEF+ 2026: Train+Effnet,Tasmim,2026-03-15 16:59:01.117000,6
stpeteishii/tpu-birdclef-2026-efficientnetv2-train,[TPU] BirdCLEF 2026: EfficientNetV2 [Train],stpete_ishii,2026-03-13 09:18:04.627000,24
trnhquangminh140/birdclef-2026-new-trinh-quang-minh,BirdCLEF+ 2026 New_Trinh Quang Minh ,Trịnh Quang Minh,2026-03-14 03:56:50.137000,4
junaid512/birdclef-2026, BirdCLEF+ 2026,Muhammad Junaid,2026-03-14 12:49:57.527000,3
ibrahimqasimi/birdclef-26-acoustic-species-identification-eda,BirdCLEF'26 - Acoustic Species Identification|EDA,Muhammad Ibrahim Qasmi,2026-03-14 01:42:44.757000,116
adegbaju/acoustic-species-identification-pipeline,Acoustic Species Identification Pipeline,MARTINS ADEGBAJU,2026-03-14 03:45:29.907000,3
aidensong123/birdclef-2026-sed-baseline-training-lb-0-862,BirdCLEF 2026 | SED Baseline Training | LB 0.862,AidenSong123,2026-03-23 03:08:29.517000,14
rauffauzanrambe/birdclef-2026-deep-neural-network-global-smart,BirdCLEF + 2026: Deep Neural Network Global Smart,Ra'uf Fauzan Rambe,2026-03-14 10:22:36.783000,20
trnhquangminh140/birdclef-2026-new90-trinh-quang-minh,Birdclef_2026_New90_Trinh_Quang_Minh,Trịnh Quang Minh,2026-03-14 13:26:24.030000,6
rauffauzanrambe/birdclef-2026-deep-neural-network-global-v2,BirdCLEF + 2026: Deep Neural Network Global V2,Ra'uf Fauzan Rambe,2026-05-13 10:09:16.517000,2
zwxiang123/birdclef-2026-eda,BirdCLEF+2026 |EDA,Zwxiang123,2026-03-14 09:38:00.303000,3
muhammadsaadalvi/birdclef-2026-wildsound-v8,BirdCLEF-2026-WildSound-V8,Muhammad Saad Alvi,2026-05-16 22:01:29.870000,3
junaid512/birdclef-2026-eda,BirdClef 2026  EDA ,Muhammad Junaid,2026-03-15 16:18:25.797000,6
emanuellcs/birdclef-2026-i-o-preprocessing,🦜 BirdCLEF 2026 - I/O Preprocessing,Emanuel Lázaro,2026-03-14 22:15:31.390000,5
marylka/birdclef-2026-pytorch-baseline,🐦 BirdCLEF 2026 — 🔵 PyTorch -> baseline 🔵,marylka,2026-03-15 20:44:27.093000,2
krist0phersmith/birdclef-2026-ensemble-inference,BirdClef 2026 Ensemble Inference,Kris Smith,2026-03-14 22:19:12.560000,2
ttahara/birdclef-2026-hgnetv2-b0-baseline-training,BirdCLEF+2026: HGNetV2-B0 Baseline [Training],Tawara,2026-04-24 22:58:54.123000,179
johnkihoro/churn-eda-and-prediction-with-pyspark,Churn EDA and Prediction with Pyspark,John Kihoro,2026-05-12 02:17:34.667000,18
yusufmurtaza01/birdclef-eda,BirdCLEF | EDA,Yusuf Murtaza,2026-03-15 16:33:09.897000,17
venkatkumar001/birdclef-26-part2-efficientnet-pytorch-train,BirdClef'26_Part2:EfficientNet_Pytorch[Train] ,VK,2026-03-15 14:29:23.367000,11
pulkitsahu89/copy-of-birdtransform,Copy of BirdTransform,Pulkit Sahu,2026-03-15 13:19:53.890000,1
xjoannax88/birdclef-2026-eda,🐦 BirdCLEF+ 2026 | EDA ,J.,2026-03-22 13:48:13.237000,56
emanuellcs/birdclef-2026-target-domain-pseudo-labeling,🦜 BirdCLEF 2026 - Target-Domain Pseudo-Labeling,Emanuel Lázaro,2026-03-17 15:57:56.150000,8
sweetyheehee/simple-perch-embedding-extracting-and-finetuning,Simple perch embedding extracting and finetuning,Timmy Juicehouse,2026-03-16 02:17:31.010000,11
stpeteishii/gpu-birdclef-2026-mobilenetv3-train,[GPU] BirdCLEF 2026: MobileNetV3 [Train],stpete_ishii,2026-03-16 04:04:26.053000,7
rauffauzanrambe/birdclef-2026-lb-0-917-ultra-fast-batched-gpu,BirdCLEF 2026 | LB 0.917+ | Ultra-Fast Batched GPU,Ra'uf Fauzan Rambe,2026-03-16 06:12:17.187000,10
nvnikhil0001/imagenet1k-v1,IMAGENET1K_V1,NIKHIL,2026-03-16 18:56:59.987000,1
muhammadusamazaman/birdclef-2026-submitt,BirdCLEF+ 2026 submitt,Muhammad usama zaman,2026-03-17 00:06:27.497000,0
lalit7881/birdclef-2026,BirdCLEF+ 2026,Lalit sonawane,2026-03-18 04:33:00.197000,4
nadiakhalid/birdclef-2026,BirdCLEF+ 2026,Nadia khalid,2026-03-17 09:01:08.237000,4
platypus2000jp/notebook15cb86fdd8,notebook15cb86fdd8,platypus2000jp,2026-03-17 05:41:18.347000,2
esabellechen/birdclef-2026-training,BirdCLEF_2026 Training,Esabelle Chen,2026-03-28 05:33:36.917000,0
kebaka/birdclef-strategic-eda-augmentation-guid-jp-en,BirdCLEF:Strategic EDA & Augmentation Guid[JP/EN],kaguo,2026-03-18 11:22:07.720000,15
udaken10/snd-to-im-clf,snd_to_im_clf,really?,2026-05-09 09:21:38.047000,0
lingyu07/birdclef-2026-convnext-finetune,BirdCLEF 2026 | ConvNeXt Finetune,lingyu07,2026-03-17 16:32:15.887000,3
mah20050/sonicavis-classifier,SonicAvis Classifier 🎵🐦,Mahmoud saad Elgharib,2026-03-25 22:17:12.310000,32
esaaak/train-birdclef26-convnext-v2-gem-specaugmen,[Train] BirdCLEF26: ConvNeXt-V2 + GEM + SpecAugmen,Ilya Gerasimov,2026-03-29 17:10:35.543000,2
platypus2000jp/notebookf9cc510ee0,notebookf9cc510ee0,platypus2000jp,2026-03-18 08:08:26.400000,0
tannereischen/birdclef-2026-efficientnetv2-m,BirdCLEF 2026 - EfficientNetV2-M,Tanner Eischen,2026-03-18 09:12:23.550000,0
platypus2000jp/notebookfac4c9446c,notebookfac4c9446c,platypus2000jp,2026-03-18 08:42:36.220000,2
